id,name_en,name_ru,iba_category,ingredients_json,ingredients_raw,instructions_en,instructions_ru,garnish,glass,abv_estimate,preparation_time_minutes,taste_tags,taste_description_ru,image_url,source
singapore-sling,Singapore Sling,,Contemporary Classics,"[{""name"": ""Gin"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Gin"", ""raw"": ""30 ml Gin""}, {""name"": ""Cherry liqueur"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Cherry liqueur"", ""raw"": ""15 ml Cherry liqueur""}, {""name"": ""Cointreau"", ""amount"": ""7.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""7.5 ml Cointreau"", ""raw"": ""7.5 ml Cointreau""}, {""name"": ""DOM Bénédictine"", ""amount"": ""7.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""7.5 ml DOM Bénédictine"", ""raw"": ""7.5 ml DOM Bénédictine""}, {""name"": ""Fresh Pineapple Juice"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Fresh Pineapple Juice"", ""raw"": ""120 ml Fresh Pineapple Juice""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lime Juice"", ""raw"": ""15 ml Fresh Lime Juice""}, {""name"": ""Grenadine Syrup"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Grenadine Syrup"", ""raw"": ""10 ml Grenadine Syrup""}, {""name"": ""Angostura bitters"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""A dash of Angostura bitters"", ""raw"": ""1 dash Angostura bitters""}]","30 ml Gin,15 ml Cherry liqueur,7.5 ml Cointreau,7.5 ml DOM Bénédictine,120 ml Fresh Pineapple Juice,15 ml Fresh Lime Juice,10 ml Grenadine Syrup,A dash of Angostura bitters",Pour all ingredients into a cocktail shaker filled with ice cubes. Shake well. Strain into Hurricane glass.,,Garnish with pineapple and maraschino cherry,,,,[],,,IBA
tequila-sunrise,Tequila Sunrise,,Contemporary Classics,"[{""name"": ""Tequila"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Tequila"", ""raw"": ""45 ml Tequila""}, {""name"": ""Fresh Orange Juice"", ""amount"": ""90"", ""unit"": ""ml"", ""note"": """", ""direction"": ""90 ml Fresh Orange Juice"", ""raw"": ""90 ml Fresh Orange Juice""}, {""name"": ""Grenadine Syrup"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Grenadine Syrup"", ""raw"": ""15 ml Grenadine Syrup""}]","45 ml Tequila,90 ml Fresh Orange Juice,15 ml Grenadine Syrup","Pour tequila and orange juice directly into highball glass filled with ice cubes. Add the grenadine syrup to create chromatic effect (sunrise), do not stir.",,Garnish with half orange slice or an orange zest,,,,[],,,IBA
vesper,Vesper,,Contemporary Classics,"[{""name"": ""Gin"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Gin"", ""raw"": ""45 ml Gin""}, {""name"": ""Vodka"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Vodka"", ""raw"": ""15 ml Vodka""}, {""name"": ""Lillet Blanc"", ""amount"": ""7.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""7.5 ml Lillet Blanc"", ""raw"": ""7.5 ml Lillet Blanc""}]","45 ml Gin,15 ml Vodka,7.5 ml Lillet Blanc",Pour all ingredients into a cocktail shaker filled with ice cubes. Shake and strain into a chilled cocktail glass.,,Lemon zest,,,,[],,,IBA
zombie,Zombie,,Contemporary Classics,"[{""name"": ""Jamaican dark rum"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Jamaican dark rum"", ""raw"": ""45 ml Jamaican dark rum""}, {""name"": ""Gold Puerto Rican rum"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Gold Puerto Rican rum"", ""raw"": ""45 ml Gold Puerto Rican rum""}, {""name"": ""Demerara Rum"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Demerara Rum"", ""raw"": ""30 ml Demerara Rum""}, {""name"": ""Fresh lime juice"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Fresh lime juice"", ""raw"": ""20 ml Fresh lime juice""}, {""name"": ""Falernum"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Falernum"", ""raw"": ""15 ml Falernum""}, {""name"": ""Donn's Mix"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Donn's Mix"", ""raw"": ""15 ml Donn's Mix""}, {""name"": ""Grenadine syrup"", ""amount"": ""1"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""1 tsp Grenadine syrup"", ""raw"": ""1 teaspoon Grenadine syrup""}, {""name"": ""Angostura bitters"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""1 dash Angostura bitters"", ""raw"": ""1 dash Angostura bitters""}, {""name"": ""Pernod"", ""amount"": ""6"", ""unit"": ""drops"", ""note"": """", ""direction"": ""6 drops Pernod"", ""raw"": ""6 drops Pernod""}]","45 ml Jamaican dark rum,45 ml Gold Puerto Rican rum,30 ml Demerara Rum,20 ml Fresh lime juice,15 ml Falernum,15 ml Donn's Mix,1 tsp Grenadine syrup,1 dash Angostura bitters,6 drops Pernod",Add all ingredients into an electric blender with 170 grams of cracked ice. With pulse bottom blend for a few seconds. Serve in a tall tumbler glass. Note: Donn's Mix: 2 parts of fresh yellow grapefruit and 1 part of cinnamon syrup,,Garnish with mint leaves.,,,,[],,,IBA
barracuda,Barracuda,,New Era Drinks,"[{""name"": ""Gold Rum"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Gold Rum"", ""raw"": ""45 ml Gold Rum""}, {""name"": ""Galliano"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Galliano"", ""raw"": ""15 ml Galliano""}, {""name"": ""Fresh Pineapple Juice"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Fresh Pineapple Juice"", ""raw"": ""60 ml Fresh Pineapple Juice""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""1 dash Fresh Lime Juice"", ""raw"": ""1 dash Fresh Lime Juice""}, {""name"": ""Prosecco"", ""amount"": ""1"", ""unit"": ""top up"", ""note"": """", ""direction"": ""Top up with Prosecco"", ""raw"": ""1 top up Prosecco""}]","45 ml Gold Rum,15 ml Galliano,60 ml Fresh Pineapple Juice,1 dash Fresh Lime Juice,Top up with Prosecco","Pour all ingredients into cocktail shaker except the Prosecco, shake well with ice, strain into chilled highball glass filled with ice and top up with Prosecco.",,"Pineapple and Cherry, optional mint sprig for additional aroma.",,,,[],,,IBA
bees-knees,Bee's Knees,,New Era Drinks,"[{""name"": ""Dry Gin"", ""amount"": ""52.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""52.5 ml Dry Gin"", ""raw"": ""52.5 ml Dry Gin""}, {""name"": ""Honey Syrup"", ""amount"": ""2"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""2 teaspoons Honey Syrup"", ""raw"": ""2 teaspoon Honey Syrup""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Fresh Lemon Juice"", ""raw"": ""22.5 ml Fresh Lemon Juice""}, {""name"": ""Fresh Orange Juice"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Fresh Orange Juice"", ""raw"": ""22.5 ml Fresh Orange Juice""}]","52.5 ml Dry Gin,2 teaspoons Honey Syrup,22.5 ml Fresh Lemon Juice,22.5 ml Fresh Orange Juice","Stir honey with lemon and orange juices until it dissolves, add gin and shake with ice. Strain into a chilled cocktail glass.",,Optionally garnish with a lemon or orange zest.,,,,[],,,IBA
bramble,Bramble,,New Era Drinks,"[{""name"": ""Gin"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Gin"", ""raw"": ""50 ml Gin""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""25"", ""unit"": ""ml"", ""note"": """", ""direction"": ""25 ml Fresh Lemon Juice"", ""raw"": ""25 ml Fresh Lemon Juice""}, {""name"": ""Sugar Syrup"", ""amount"": ""12.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""12.5 ml Sugar Syrup"", ""raw"": ""12.5 ml Sugar Syrup""}, {""name"": ""Crème de Mûre"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Crème de Mûre"", ""raw"": ""15 ml Crème de Mûre""}]","50 ml Gin,25 ml Fresh Lemon Juice,12.5 ml Sugar Syrup,15 ml Crème de Mûre","Pour all ingredients into a cocktail shaker except the Crème de Mûre, shake well with ice, strain into chilled old fashioned glass filled with crushed ice, then pour the blackberry liqueur (Crème de Mûre) over the top of the drink, in a circular motion.",,Garnish optionally with a lemon slice and blackberries.,,,,[],,,IBA
canchanchara,Canchanchara,,New Era Drinks,"[{""name"": ""Cuban Aguardiente"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Cuban Aguardiente"", ""raw"": ""60 ml Cuban Aguardiente""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lime Juice"", ""raw"": ""15 ml Fresh Lime Juice""}, {""name"": ""Raw Honey"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Raw Honey"", ""raw"": ""15 ml Raw Honey""}, {""name"": ""Water"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Water"", ""raw"": ""50 ml Water""}]","60 ml Cuban Aguardiente,15 ml Fresh Lime Juice,15 ml Raw Honey,50 ml Water","Mix honey with water and lime juice and spread the mixture on the bottom and sides of the glass. Add cracked ice, and then the rum. End by energetically stirring from bottom to top.",,Lime wedge.,,,,[],,,IBA
dark-n-stormy,Dark ‘n' stormy,,New Era Drinks,"[{""name"": ""Goslings Rum"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Goslings Rum"", ""raw"": ""60 ml Goslings Rum""}, {""name"": ""Ginger Beer"", ""amount"": ""100"", ""unit"": ""ml"", ""note"": """", ""direction"": ""100 ml Ginger Beer"", ""raw"": ""100 ml Ginger Beer""}]","60 ml Goslings Rum,100 ml Ginger Beer",In a highball glass filled with ice pour the ginger beer and top floating with the Rum.,,Garnish with a lime wedge or slice.,,,,[],,,IBA
espresso-martini,Espresso Martini,,New Era Drinks,"[{""name"": ""Vodka"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Vodka"", ""raw"": ""50 ml Vodka""}, {""name"": ""Kahlúa"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Kahlúa"", ""raw"": ""30 ml Kahlúa""}, {""name"": ""Sugar Syrup"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Sugar Syrup"", ""raw"": ""10 ml Sugar Syrup""}, {""name"": ""strong Espresso"", ""amount"": ""1"", ""unit"": ""shot"", ""note"": """", ""direction"": ""1 strong Espresso"", ""raw"": ""1 shot strong Espresso""}]","50 ml Vodka,30 ml Kahlúa,10 ml Sugar Syrup,1 strong Espresso","Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",,,,,,[],,,IBA
fernandito,Fernandito,,New Era Drinks,"[{""name"": ""Fernet Branca"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Fernet Branca"", ""raw"": ""50 ml Fernet Branca""}, {""name"": ""Cola"", ""amount"": ""1"", ""unit"": ""fill up"", ""note"": """", ""direction"": ""Fill up with Cola"", ""raw"": ""1 fill up Cola""}]","50 ml Fernet Branca,Fill up with Cola","Pour the Fernet Branca into a double old fashioned glass with ice, fill the glass up with Cola. Gently stir.",,,,,,[],,,IBA
french-martini,French Martini,,New Era Drinks,"[{""name"": ""Vodka"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Vodka"", ""raw"": ""45 ml Vodka""}, {""name"": ""Raspberry Liqueur"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Raspberry Liqueur"", ""raw"": ""15 ml Raspberry Liqueur""}, {""name"": ""Fresh Pineapple Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Pineapple Juice"", ""raw"": ""15 ml Fresh Pineapple Juice""}]","45 ml Vodka,15 ml Raspberry Liqueur,15 ml Fresh Pineapple Juice","Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",,Squeeze oil from lemon peel onto the drink.,,,,[],,,IBA
illegal,Illegal,,New Era Drinks,"[{""name"": ""Espadin Mezcal"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Espadin Mezcal"", ""raw"": ""30 ml Espadin Mezcal""}, {""name"": ""Jamaica Overproof White Rum"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Jamaica Overproof White Rum"", ""raw"": ""15 ml Jamaica Overproof White Rum""}, {""name"": ""Falernum"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Falernum"", ""raw"": ""15 ml Falernum""}, {""name"": ""Maraschino Luxardo"", ""amount"": ""1"", ""unit"": ""bar spoon"", ""note"": """", ""direction"": ""1 Bar Spoon Maraschino Luxardo"", ""raw"": ""1 bar spoon Maraschino Luxardo""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Fresh Lime Juice"", ""raw"": ""22.5 ml Fresh Lime Juice""}, {""name"": ""Simple Syrup"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Simple Syrup"", ""raw"": ""15 ml Simple Syrup""}, {""name"": ""Egg White"", ""amount"": ""few"", ""unit"": ""drops"", ""note"": ""Optional"", ""direction"": ""Few Drops of Egg White (Optional)"", ""raw"": ""few drops Egg White Optional""}]","30 ml Espadin Mezcal,15 ml Jamaica Overproof White Rum,15 ml Falernum,1 Bar Spoon Maraschino Luxardo,22.5 ml Fresh Lime Juice,15 ml Simple Syrup,Few Drops of Egg White (Optional)","Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled cocktail glass, or “on the rocks” in a traditional clay or terracotta mug.",,,,,,[],,,IBA
lemon-drop-martini,Lemon drop Martini,,New Era Drinks,"[{""name"": ""Vodka Citron"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Vodka Citron"", ""raw"": ""30 ml Vodka Citron""}, {""name"": ""Triple Sec"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Triple Sec"", ""raw"": ""20 ml Triple Sec""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lemon Juice"", ""raw"": ""15 ml Fresh Lemon Juice""}]","30 ml Vodka Citron,20 ml Triple Sec,15 ml Fresh Lemon Juice","Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",,Garnish with sugar rim around the glass.,,,,[],,,IBA
naked-and-famous,Naked and Famous,,New Era Drinks,"[{""name"": ""Mezcal"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Mezcal"", ""raw"": ""22.5 ml Mezcal""}, {""name"": ""Yellow Chartreuse"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Yellow Chartreuse"", ""raw"": ""22.5 ml Yellow Chartreuse""}, {""name"": ""Aperol"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Aperol"", ""raw"": ""22.5 ml Aperol""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Fresh Lime Juice"", ""raw"": ""22.5 ml Fresh Lime Juice""}]","22.5 ml Mezcal,22.5 ml Yellow Chartreuse,22.5 ml Aperol,22.5 ml Fresh Lime Juice","Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",,,,,,[],,,IBA
new-york-sour,New York Sour,,New Era Drinks,"[{""name"": ""Rye Whiskey or Bourbon"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Rye Whiskey or Bourbon"", ""raw"": ""60 ml Rye Whiskey or Bourbon""}, {""name"": ""Simple syrup"", ""amount"": ""22.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""22.5 ml Simple syrup"", ""raw"": ""22.5 ml Simple syrup""}, {""name"": ""Fresh lemon juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Fresh lemon juice"", ""raw"": ""30 ml Fresh lemon juice""}, {""name"": ""Egg White"", ""amount"": ""few"", ""unit"": ""drops"", ""note"": """", ""direction"": ""Few Drops of Egg White"", ""raw"": ""few drops Egg White""}, {""name"": ""Red wine"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": ""Shiraz or Malbech"", ""direction"": ""15 ml Red wine (Shiraz or Malbech)"", ""raw"": ""15 ml Red wine Shiraz or Malbech""}]","60 ml Rye Whiskey or Bourbon,22.5 ml Simple syrup,30 ml Fresh lemon juice,Few Drops of Egg White,15 ml Red wine (Shiraz or Malbech)",Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled rocks glass filled with ice. Float the wine on top.,,Garnish with lemon or orange zest with cherry.,,,,[],,,IBA
